index,id,system,category,item,core
TBL-01-00-512,JlvnmQI,"Ear, nose, throat, and oral cavity",Diseases of the nose,Nasal inflammation,
TBL-01-00-513,JlvnmQU,"Ear, nose, throat, and oral cavity",Diseases of the pharynx and larynx,Pharyngitis,●
TBL-01-00-514,JlvnmQY,"Ear, nose, throat, and oral cavity",Diseases of the pharynx and larynx,Laryngitis,
TBL-01-00-515,JlvnmQg,"Ear, nose, throat, and oral cavity",Diseases of the pharynx and larynx,Epiglottitis (including acute epiglottitis),
TBL-01-00-516,JlvnmS0,"Ear, nose, throat, and oral cavity",Diseases of the pharynx and larynx,Vocal cord polyp,
TBL-01-00-517,JlvnmQM,"Ear, nose, throat, and oral cavity",Diseases of the pharynx and larynx,Tonsillitis,
TBL-01-00-518,JlvnmQk,"Ear, nose, throat, and oral cavity",Diseases of the pharynx and larynx,Peritonsillitis,
TBL-01-00-519,JlvnmQs,"Ear, nose, throat, and oral cavity",Diseases of the pharynx and larynx,Peritonsillar abscess,
TBL-01-00-520,JlvnmSo,"Ear, nose, throat, and oral cavity",Diseases of the pharynx and larynx,Tonsillar hypertrophy of the palate,
TBL-01-00-521,JlvnmQw,"Ear, nose, throat, and oral cavity",Diseases of the mouth,Dental caries,
TBL-01-00-522,JlvnmQ4,"Ear, nose, throat, and oral cavity",Diseases of the mouth,"Periodontal diseases (including systemic effects and functions of the mouth (e.g., chewing, biting, clenching))",
TBL-01-00-523,JlvnmQ8,"Ear, nose, throat, and oral cavity",Diseases of the mouth,Angular cheilitis,
TBL-01-00-524,JlvnmRE,"Ear, nose, throat, and oral cavity",Diseases of the mouth,Stomatitis,
TBL-01-00-525,JlvnmRM,"Ear, nose, throat, and oral cavity",Diseases of the mouth,Glossitis,
TBL-01-00-526,JlvnmRo,"Ear, nose, throat, and oral cavity",Diseases of the mouth,Sialolithiasis,
TBL-01-00-527,JlvnmTI,"Ear, nose, throat, and oral cavity",Diseases of the head and neck,"Cervical lymph node metastasis, etc.",●
TBL-01-00-528,JlvnmRw,"Ear, nose, throat, and oral cavity",Diseases of the head and neck,Sjögren’s syndrome,
TBL-01-00-529,JlvnmR8,"Ear, nose, throat, and oral cavity",Diseases of the head and neck,Temporomandibular joint dysfunction,
TBL-01-00-530,JlvnmS4,"Ear, nose, throat, and oral cavity",Diseases of the head and neck,Cervical lymphadenitis,
TBL-01-00-531,JlvnmTA,"Ear, nose, throat, and oral cavity",Diseases of the head and neck,Cervical abscess,
TBL-01-00-532,JlvnmSU,"Ear, nose, throat, and oral cavity",Otorhinolaryngological and oral trauma/injury,"Eardrum damage, etc.",
TBL-01-00-533,JlvnmSA,"Ear, nose, throat, and oral cavity",Otorhinolaryngological and oral trauma/injury,Nasal bone fracture,
TBL-01-00-534,JlvnmSI,"Ear, nose, throat, and oral cavity",Otorhinolaryngological and oral trauma/injury,Blow-by-blow fracture,
TBL-01-00-535,JlvnmRc,"Ear, nose, throat, and oral cavity",Other,"Typical foreign body in the ear canal and nasal cavity pharynx larynx trachea, esophagus",
TBL-01-00-536,JlvnmT0,Psychiatry,Mood disorders and schizophrenia,Major depressive disorder,●
TBL-01-00-537,JlvnmT4,Psychiatry,Mood disorders and schizophrenia,Bipolar disorder (manic-depressive illness),●
TBL-01-00-538,JlvnmUA,Psychiatry,Mood disorders and schizophrenia,Schizophrenia,●
TBL-01-00-539,JlvnmUw,Psychiatry,Neurotic and stress-related disorders,Psychogenic hyperventilation,
TBL-01-00-540,JlvnmUQ,Psychiatry,Neurotic and stress-related disorders,Dissociative disorder,
TBL-01-00-541,JlvnmUk,Psychiatry,Neurotic and stress-related disorders,Acute stress disorder,
TBL-01-00-542,JlvnmUE,Psychiatry,Neurotic and stress-related disorders,Obsessive compulsive disorder,
TBL-01-00-543,JlvnmUo,Psychiatry,Neurotic and stress-related disorders,Post-traumatic stress disorder,
TBL-01-00-544,JlvnmUY,Psychiatry,Neurotic and stress-related disorders,"Somatic symptom disorder, pain disorder, hypochondriasis",●
TBL-01-00-545,JlvnmUM,Psychiatry,Neurotic and stress-related disorders,"Anxiety disorders (panic disorder, social anxiety disorder)",
TBL-01-00-546,JlvnmUc,Psychiatry,Physiological and physical factor-related disorders,Psychosomatic disorder,
TBL-01-00-547,JlvnmU0,Psychiatry,Physiological and physical factor-related disorders,"Eating disorders (e.g., anorexia nervosa, bulimia nervosa)",
TBL-01-00-548,JlvnmU8,Psychiatry,Developmental disorders,Personality disorders,
TBL-01-00-549,Juyv-TA,Psychiatry,Developmental disorders,Autism spectrum disorder (ASD),
TBL-01-00-550,Juyv-TM,Psychiatry,Developmental disorders,Attention deficit/hyperactivity disorder (ADHD),
TBL-01-00-551,JlvnmTU,Psychiatry,"Organic mental disorders, etc.",Dementia,●
TBL-01-00-552,JlvnmTg,Psychiatry,"Organic mental disorders, etc.","Addiction (illicit drugs, alcohol, gambling)",
TBL-01-00-553,JlvnmTY,Psychiatry,"Organic mental disorders, etc.",Psychosis,
TBL-01-00-554,Jo77KCc,Immunology and allergy,Allergic disease,Anaphylaxis,
TBL-01-00-555,Jo77KCk,Immunology and allergy,Allergic disease,Food allergy,
TBL-01-00-556,JmxLo08,Immunology and allergy,Allergic disease,Systemic allergic disease,
TBL-01-00-557,JmxLo0Y,Immunology and allergy,Systemic connective tissue disease,Rheumatoid arthritis,●
TBL-01-00-558,JlvnmW4,Immunology and allergy,Systemic connective tissue disease,Rheumatoid vasculitis with rheumatoid arthritis,
TBL-01-00-559,JmxLo0c,Immunology and allergy,Systemic connective tissue disease,Adult-onset Still’s disease and juvenile idiopathic arthritis (JIA),
TBL-01-00-560,JmxLo0g,Immunology and allergy,Systemic connective tissue disease,"Systemic lupus erythematosus (SLE) and complications (central nervous system lupus, lupus nephritis, and antiphospholipid antibody syndrome)",●
TBL-01-00-561,JmxLo0k,Immunology and allergy,Systemic connective tissue disease,Systemic sclerosis,
TBL-01-00-562,JmxLo0s,Immunology and allergy,Systemic connective tissue disease,Dermatomyositis and polymyositis,
TBL-01-00-563,JmxLo0w,Immunology and allergy,Systemic connective tissue disease,Mixed connective/tissue disease,
TBL-01-00-564,JmxLo00,Immunology and allergy,Systemic connective tissue disease,Sjögren’s syndrome,
TBL-01-00-565,JmxLo04,Immunology and allergy,Systemic connective tissue disease,Behçet’s disease,
TBL-01-00-566,JlvnmWI,Immunology and allergy,Vasculitis syndrome,Giant cell arteritis,
TBL-01-00-567,JlvnmWM,Immunology and allergy,Vasculitis syndrome,Takayasu arteritis (aortitis syndrome),
TBL-01-00-568,JlvnmWU,Immunology and allergy,Vasculitis syndrome,Polyarteritis nodosa,
TBL-01-00-569,JlvnmWY,Immunology and allergy,Vasculitis syndrome,Microscopic polyangiitis,
TBL-01-00-570,JlvnmWg,Immunology and allergy,Vasculitis syndrome,Granulomatosis with polyangiitis,
TBL-01-00-571,JlvnmWk,Immunology and allergy,Vasculitis syndrome,Eosinophilic granulomatosis with polyangiitis,
TBL-01-00-572,JlvnmWs,Immunology and allergy,Vasculitis syndrome,IgA vasculitis,●
TBL-01-00-573,JlvnmW0,Immunology and allergy,Vasculitis syndrome,Kawasaki disease,●
TBL-01-00-574,JlvnmXA,Immunology and allergy,Vasculitis syndrome,Anti-glomerular basement membrane disease (anti-GBM disease),
TBL-01-00-575,JlvnmVE,Immunology and allergy,Spondyloarthropathies and related diseases,Ankylosing spondylitis,
TBL-01-00-576,JlvnmVI,Immunology and allergy,Spondyloarthropathies and related diseases,Reactive arthritis,
TBL-01-00-577,JlvnmVQ,Immunology and allergy,Spondyloarthropathies and related diseases,Psoriatic arthritis,
TBL-01-00-578,JlvnmVU,Immunology and allergy,Spondyloarthropathies and related diseases,Pustulotic arthro-osteitis,
TBL-01-00-579,JlvnmVg,Immunology and allergy,Other,Osteoarthritis,
TBL-01-00-580,JlvnmVc,Immunology and allergy,Other,Crystal-induced arthritis,
TBL-01-00-581,JlvnmVo,Immunology and allergy,Other,Polymyalgia rheumatica,
TBL-01-00-582,JlvnmVs,Immunology and allergy,Other,Fibromyalgia,
TBL-01-00-583,JlvnmV0,Immunology and allergy,Other,IgG4-related disease,
TBL-01-00-584,JlvnmWA,Immunology and allergy,Other,Rheumatic fever,
TBL-01-00-585,JmxLo1M,Immunology and allergy,Other,Autoinflammatory disease,
TBL-01-00-586,JmxLo1A,Immunology and allergy,Other,Acquired immunodeficiency syndrome (AIDS),●
TBL-01-00-587,JmxLo1E,Immunology and allergy,Other,Primary immunodeficiency syndrome,
TBL-01-00-588,JmxLo1I,Immunology and allergy,Other,"Secondary immunodeficiency syndrome (due to malignancy, medically-induced, or autoimmune disease)",
TBL-01-00-589,JlvnmXE,Infectious diseases,Community-acquired infection,Meningoencephalitis,●
TBL-01-00-590,JlvnmXM,Infectious diseases,Community-acquired infection,Pharyngitis,
TBL-01-00-591,JlvnmXY,Infectious diseases,Community-acquired infection,Bloodstream infection and infective endocarditis,●
TBL-01-00-592,JlvnmXc,Infectious diseases,Community-acquired infection,Pneumonia (typical/atypical),●
TBL-01-00-593,JlvnmXk,Infectious diseases,Community-acquired infection,Intra-abdominal infection,
TBL-01-00-594,JlvnmXo,Infectious diseases,Community-acquired infection,Cystitis/pyelonephritis,●
TBL-01-00-595,JlvnmXw,Infectious diseases,Community-acquired infection,Skin and soft tissue infection,
TBL-01-00-596,JlvnmX0,Infectious diseases,Community-acquired infection,Septic arthritis,
TBL-01-00-597,JlvnmX4,Infectious diseases,Healthcare-associated infection,Intravascular indwelling catheter-related infection,●
TBL-01-00-598,JlvnmX8,Infectious diseases,Healthcare-associated infection,Catheter-associated urinary tract infection,●
TBL-01-00-599,JlvnmYE,Infectious diseases,Healthcare-associated infection,Healthcare-associated pneumonia and ventilator-associated pneumonia,
TBL-01-00-600,JlvnmYI,Infectious diseases,Healthcare-associated infection,Surgical site infection,●
TBL-01-00-601,JlvnmYQ,Infectious diseases,Healthcare-associated infection,Clostridioides difficile infection,
TBL-01-00-602,JlvnmYU,Infectious diseases,Immunosuppressive conditions,Diabetes mellitus,
TBL-01-00-603,JlvnmYc,Infectious diseases,Immunosuppressive conditions,Renal diseases,
TBL-01-00-604,JlvnmYg,Infectious diseases,Immunosuppressive conditions,Liver diseases,
TBL-01-00-605,JlvnmYo,Infectious diseases,Immunosuppressive conditions,Cancer/hematological diseases,
TBL-01-00-606,JlvnmYs,Infectious diseases,Immunosuppressive conditions,Neutropenia,
TBL-01-00-607,JlvnmY0,Infectious diseases,Immunosuppressive conditions,Immunosuppressant use,
TBL-01-00-608,JlvnmY8,Infectious diseases,Immunosuppressive conditions,HIV and AIDS,
TBL-01-00-609,JlvnmZA,Infectious diseases,Immunosuppressive conditions,Organ transplant,
TBL-01-00-610,JlvnmZI,Infectious diseases,Vaccine-preventable diseases,Measles,
TBL-01-00-611,JlvnmZM,Infectious diseases,Vaccine-preventable diseases,Rubella,
TBL-01-00-612,JlvnmZU,Infectious diseases,Vaccine-preventable diseases,Mumps,
TBL-01-00-613,JlvnmZY,Infectious diseases,Vaccine-preventable diseases,Chickenpox,
TBL-01-00-614,JlvnmZg,Infectious diseases,Vaccine-preventable diseases,Hepatitis B,
TBL-01-00-615,JlvnmZk,Infectious diseases,Vaccine-preventable diseases,Haemophilus influenzae,
TBL-01-00-616,JuywAhI,Infectious diseases,Vaccine-preventable diseases,Human papillomavirus,
TBL-01-00-617,JlvnmZs,Infectious diseases,Vaccine-preventable diseases,Pneumococcus (Streptococcus pneumoniae),
TBL-01-00-618,JlvnmZ0,Infectious diseases,Vaccine-preventable diseases,Tetanus and diphtheria,
TBL-01-00-619,JlvnmZ4,Infectious diseases,Vaccine-preventable diseases,Influenza,
TBL-01-00-620,JlvnmaA,Infectious diseases,Vaccine-preventable diseases,COVID-19,
TBL-01-00-621,JlvnmaE,Cancers and neoplastic diseases,"Hematologic, hematopoietic, and lymphatic systems",Acute leukemia,●
TBL-01-00-622,JlvnmaM,Cancers and neoplastic diseases,"Hematologic, hematopoietic, and lymphatic systems",Chronic myeloid leukemia,
TBL-01-00-623,JlvnmaQ,Cancers and neoplastic diseases,"Hematologic, hematopoietic, and lymphatic systems",Myelodysplastic syndrome,
TBL-01-00-624,JlvnmaY,Cancers and neoplastic diseases,"Hematologic, hematopoietic, and lymphatic systems",Adult T-cell leukemia,
TBL-01-00-625,Jlvnmac,Cancers and neoplastic diseases,"Hematologic, hematopoietic, and lymphatic systems",Polycythemia vera,
TBL-01-00-626,Jlvnmak,Cancers and neoplastic diseases,"Hematologic, hematopoietic, and lymphatic systems",Essential thrombocythemia,
TBL-01-00-627,Jlvnmao,Cancers and neoplastic diseases,"Hematologic, hematopoietic, and lymphatic systems",Myelofibrosis,
TBL-01-00-628,Jlvnmas,Cancers and neoplastic diseases,"Hematologic, hematopoietic, and lymphatic systems",Malignant lymphoma,
TBL-01-00-629,Jlvnmaw,Cancers and neoplastic diseases,"Hematologic, hematopoietic, and lymphatic systems",Multiple myeloma,
TBL-01-00-630,Jlvnma4,Cancers and neoplastic diseases,Nervous system,Glioblastoma,
TBL-01-00-631,Jlvnma8,Cancers and neoplastic diseases,Nervous system,Meningioma,
TBL-01-00-632,JlvnmbE,Cancers and neoplastic diseases,Nervous system,Schwannoma,
TBL-01-00-633,JlvnmbI,Cancers and neoplastic diseases,Nervous system,Metastatic brain tumor,
TBL-01-00-634,JlvnmbQ,Cancers and neoplastic diseases,Dermatological system,Basal cell carcinoma,
TBL-01-00-635,JlvnmbU,Cancers and neoplastic diseases,Dermatological system,Cutaneous squamous cell carcinoma,
TBL-01-00-636,Jlvnmbc,Cancers and neoplastic diseases,Dermatological system,Malignant melanoma,
TBL-01-00-637,Jlvnmbg,Cancers and neoplastic diseases,Dermatological system,Malignant lymphoma,
TBL-01-00-638,Jlvnmbo,Cancers and neoplastic diseases,Musculoskeletal system,Osteosarcoma,
TBL-01-00-639,Jlvnmbs,Cancers and neoplastic diseases,Musculoskeletal system,Chondrosarcoma,
TBL-01-00-640,Jlvnmb0,Cancers and neoplastic diseases,Musculoskeletal system,Ewing’s sarcoma,
TBL-01-00-641,Jlvnmb8,Cancers and neoplastic diseases,Musculoskeletal system,Metastatic spinal tumors,
TBL-01-00-642,JlvnmcA,Cancers and neoplastic diseases,Cardiovascular system,Myxedema,
TBL-01-00-643,JlvnmcI,Cancers and neoplastic diseases,Respiratory system,Lung cancer,●
TBL-01-00-644,JlvnmcM,Cancers and neoplastic diseases,Respiratory system,Pleural mesothelioma,
TBL-01-00-645,JlvnmcU,Cancers and neoplastic diseases,Respiratory system,Metastatic lung cancer,
TBL-01-00-646,JlvnmcY,Cancers and neoplastic diseases,Respiratory system,Mediastinal tumor (containing thymoma),
TBL-01-00-647,Jlvnmcg,Cancers and neoplastic diseases,Digestive system,Esophageal cancer,●
TBL-01-00-648,Jlvnmco,Cancers and neoplastic diseases,Digestive system,Gastric cancer,●
TBL-01-00-649,Jlvnmcs,Cancers and neoplastic diseases,Digestive system,Colon polyp,
TBL-01-00-650,Jlvnmc0,Cancers and neoplastic diseases,Digestive system,Colorectal cancer,●
TBL-01-00-651,Jlvnmc4,Cancers and neoplastic diseases,Digestive system,Gallbladder cancer and bile duct cancer,
TBL-01-00-652,JlvnmdA,Cancers and neoplastic diseases,Digestive system,Primary liver cancer,●
TBL-01-00-653,JlvnmdE,Cancers and neoplastic diseases,Digestive system,Pancreatic neuroendocrine tumor,
TBL-01-00-654,JlvnmdM,Cancers and neoplastic diseases,Digestive system,Cystic pancreatic tumors,
TBL-01-00-655,JlvnmdQ,Cancers and neoplastic diseases,Digestive system,Pancreatic cancer,●
TBL-01-00-656,JlvnmdY,Cancers and neoplastic diseases,Renal and urinary system,Kidney cancer,●
TBL-01-00-657,Jlvnmdg,Cancers and neoplastic diseases,Renal and urinary system,"Cancer of the renal pelvis and ureter, bladder cancer",●
TBL-01-00-658,Jlvnmdk,Cancers and neoplastic diseases,Reproductive system,Prostate cancer,●
TBL-01-00-659,Jlvnmds,Cancers and neoplastic diseases,Reproductive system,Testicular tumor,
TBL-01-00-660,Jlvnmdw,Cancers and neoplastic diseases,Reproductive system,Cervical cancer,●
TBL-01-00-661,Jlvnmd4,Cancers and neoplastic diseases,Reproductive system,Uterine cancer (endometrial cancer),●
TBL-01-00-662,JlvnmeA,Cancers and neoplastic diseases,Reproductive system,Ovarian tumor,●
TBL-01-00-663,JlvnmeM,Cancers and neoplastic diseases,Reproductive system,Choriocarcinoma,
TBL-01-00-664,JlvnmeE,Cancers and neoplastic diseases,Reproductive system,Hydatidiform mole,
TBL-01-00-665,JlvnmeQ,Cancers and neoplastic diseases,Breast,Primary breast cancer,●
TBL-01-00-666,JlvnmeY,Cancers and neoplastic diseases,Breast,Fibroadenoma,
TBL-01-00-667,Jlvnmec,Cancers and neoplastic diseases,Breast,Mastopathy,
TBL-01-00-668,Jlvnmeo,Cancers and neoplastic diseases,"Endocrine, nutritional, and metabolic system",Adenomatous goiter,
TBL-01-00-669,Jlvnmek,Cancers and neoplastic diseases,"Endocrine, nutritional, and metabolic system",Pituitary tumor,
TBL-01-00-670,Jlvnmew,Cancers and neoplastic diseases,"Endocrine, nutritional, and metabolic system",Thyroid cancer,
TBL-01-00-671,Jlvnme0,Cancers and neoplastic diseases,"Endocrine, nutritional, and metabolic system",Pheochromocytoma,
TBL-01-00-672,Jlvnme4,Cancers and neoplastic diseases,"Endocrine, nutritional, and metabolic system",Multiple endocrine neoplasia,
TBL-01-00-673,Jlvnme8,Cancers and neoplastic diseases,Ocular and visual system,Retinoblastoma,
TBL-01-00-674,JlvnmfE,Cancers and neoplastic diseases,"Ear, nose, throat, and oral cavity",Tongue cancer,
TBL-01-00-675,JlvnmfI,Cancers and neoplastic diseases,"Ear, nose, throat, and oral cavity",Pharyngeal cancer,
TBL-01-00-676,JlvnmfQ,Cancers and neoplastic diseases,"Ear, nose, throat, and oral cavity",Larynx cancer,
TBL-01-00-677,JlvnmfU,Cancers and neoplastic diseases,Pediatrics,Brain tumor,
TBL-01-00-678,Jlvnmfc,Cancers and neoplastic diseases,Pediatrics,Hematologic cancers,
TBL-01-00-679,Jlvnmfg,Cancers and neoplastic diseases,Pediatrics,Retinoblastoma,
TBL-01-00-680,Jlvnmfo,Cancers and neoplastic diseases,Pediatrics,Neuroblastoma,
TBL-01-00-681,Jlvnmfs,Cancers and neoplastic diseases,Pediatrics,Nephroblastoma,
TBL-01-00-682,Jlvnmf0,Cancers and neoplastic diseases,Pediatrics,Hepatoblastoma,
TBL-01-00-683,Jlvnmf4,Cancers and neoplastic diseases,Pediatrics,"Germ cell tumors, including teratomas",
TBL-01-00-684,Jlvnmf8,Cancers and neoplastic diseases,Hereditary cancers,Familial adenomatous polyposis,
TBL-01-00-685,JlvnmgA,Cancers and neoplastic diseases,Hereditary cancers,Hereditary breast and ovarian cancer syndrome,
TBL-01-00-686,JlvnmgI,Cancers and neoplastic diseases,Hereditary cancers,Hereditary nonpolyposis colorectal cancer (Lynch syndrome),
TBL-01-00-687,JlvnmgM,Cancers and neoplastic diseases,Hereditary cancers,Li–Fraumeni syndrome,
TBL-01-00-688,JlvnmgU,Cancers and neoplastic diseases,Oncology emergencies,Spinal cord compression by metastatic tumor,
TBL-01-00-689,JlvnmgY,Cancers and neoplastic diseases,Oncology emergencies,Tumor lysis syndrome,
TBL-01-00-690,Jlvnmgg,Cancers and neoplastic diseases,Oncology emergencies,Superior vena cava syndrome,
TBL-01-00-691,Jlvnmgk,Cancers and neoplastic diseases,Oncology emergencies,Tumor-induced metabolic disorders,
TBL-01-00-692,Jlvnmgs,Cancers and neoplastic diseases,Oncology emergencies,Adverse events due to treatment,
